Date,Open,High,Low,Close,Adj Close,Volume
1995-02-01,6.331726,6.899786,6.331726,6.899786,4.422896,1637228
1995-03-01,6.899786,6.899786,6.532690,6.899786,4.422896,3505469
1995-04-01,6.899786,7.068596,6.666667,7.068596,4.543766,1328593
1995-05-01,7.001608,7.135584,6.800643,7.100750,4.564432,998310
1995-06-01,7.100750,7.502680,7.068596,7.435691,4.779737,829996
1995-07-01,7.368703,7.703644,6.966774,7.336549,4.730022,715797
1995-08-01,7.234727,7.604502,7.100750,7.368703,4.750751,2406019
1995-09-01,7.301715,7.604502,7.033762,7.604502,4.902777,498593
1995-10-01,7.537513,7.971597,7.033762,7.537513,4.873899,1364419
1995-11-01,7.502680,8.105573,7.502680,8.006431,5.177108,4100351
1995-12-01,8.038585,8.440514,8.038585,8.274384,5.350372,1593563
1996-01-01,8.172562,9.110397,8.172562,9.110397,5.908247,6339920
1996-02-01,9.043408,9.480171,8.708467,9.177385,5.951688,1962286
1996-03-01,9.177385,9.378349,8.842444,9.043408,5.864802,1873092
1996-04-01,9.110397,9.177385,8.341372,8.949625,5.819335,1614462
1996-05-01,8.949625,10.048232,8.561093,8.721865,5.671236,9168279
1996-06-01,8.842444,9.163987,8.360129,8.882637,5.775774,2321178
1996-07-01,8.882637,9.646302,8.802251,9.364952,6.106355,4072607
1996-08-01,9.405145,9.525723,9.003215,9.244373,6.027731,3098555
1996-09-01,9.204180,9.445338,9.003215,9.163987,5.975319,2609415
1996-10-01,9.123794,10.651125,9.043408,10.289389,6.726299,7134216
1996-11-01,10.289389,11.856913,10.128617,11.575563,7.567090,8697177
1996-12-01,11.575563,11.615756,10.651125,11.374598,7.435716,1737618
1997-01-01,11.454984,13.906752,11.374598,13.906752,9.110131,2696245
1997-02-01,13.906752,14.027331,13.062701,13.504823,8.846830,4194515
1997-03-01,13.665595,13.906752,12.459807,13.263666,8.688848,2592125
1997-04-01,13.384244,14.147910,13.263666,13.826367,9.073528,2650341
1997-05-01,13.745981,15.594855,13.745981,15.434084,10.128590,5312503
1997-06-01,15.434084,18.488747,15.273312,15.273312,10.023084,2798751
1997-07-01,15.474277,17.323151,15.393891,15.996785,10.519058,2804972
1997-08-01,15.996785,17.483923,15.715434,16.077169,10.571920,1270248
1997-09-01,16.077169,17.966238,15.916399,17.684887,11.629109,4538486
1997-10-01,17.725080,17.966238,14.670418,16.479099,10.856896,4279360
1997-11-01,16.479099,19.292604,15.916399,19.091640,12.578112,5718917
